CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
Ingénieure logiciel avec 10 ans d'expérience en applications professionnelles.;Ingénieure logiciel avec 10 ans d'expérience en applications professionnelles.;CV_4;1;11;4.79;95.21;[True, True, True, False, True, False, True, True, True, True, False];['ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT'];0
Soucieuse de rejoindre l'entreprise Tech et Cie, pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;Soucieuse de rejoindre l'entreprise Tech et Cie, pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;CV_4;2;22;12.33;87.67;[True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False];['ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'PROPN', 'CCONJ', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;CV_4;3;15;17.47;82.53;[True, True, True, True, True, False, True, True, True, True, True, True, False, True, False];['VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
EXPÉRIENCE PROFESSIONNELLE 22, rue du Faubourg Saint Honoré 75008 Paris, 01 40 45 65 89 bonjour@canvasupersite.fr www.canvasupersite.fr;EXPÉRIENCE PROFESSIONNELLE 22, rue du Faubourg Saint Honoré 75008 Paris, 01 40 45 65 89 bonjour@canvasupersite.fr www.canvasupersite.fr;CV_4;4;19;23.97;76.03;[True, True, False, False, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False];['NOUN', 'PROPN', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'PROPN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NOUN', 'NOUN', 'PROPN'];0
@canvasupersite.fr;@canvasupersite.fr;CV_4;5;1;24.32;75.68;[False];['PROPN'];0
Ingénieure logiciel expérimentée Agence de développement de logiciels Numérix d'août 2017 à aujourd'hui Supervise le développement des applications.;Ingénieure logiciel expérimentée Agence de développement de logiciels Numérix d'août 2017 à aujourd'hui Supervise le développement des applications.;CV_4;6;20;31.16;68.84;[True, True, True, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True, True, False];['ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
Recherche et développement de nouvelles façons d'améliorer le processus de développement.;Recherche et développement de nouvelles façons d'améliorer le processus de développement.;CV_4;7;13;35.62;64.38;[True, True, True, True, True, True, False, True, True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
Formation des ingénieurs logiciel débutants.;Formation des ingénieurs logiciel débutants.;CV_4;8;6;37.67;62.33;[True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT'];0
Ingénieure logiciel débutante;Ingénieure logiciel débutante;CV_4;9;3;38.70;61.30;[True, True, True];['ADJ', 'NOUN', 'ADJ'];0
Agence de développement de logiciels Numérix de juin 2011 à juin 2017 Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;Agence de développement de logiciels Numérix de juin 2011 à juin 2017 Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;CV_4;10;33;50.00;50.00;[True, True, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT'];0
COMPÉTENCES;COMPÉTENCES;CV_4;11;1;50.34;49.66;[True];['NOUN'];0
• Java, HTML, CSS, jQuery, PHP, serveur SQL;• Java, HTML, CSS, jQuery, PHP, serveur SQL;CV_4;12;13;54.79;45.21;[False, True, False, True, False, True, False, True, False, True, False, True, True];['ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NOUN'];0
• Travail d'équipe, polyvalence et attention particulière aux détails • Développement de logiciels et de sites Stage en génie logiciel chez Solutions Bertrand de septembre 2010 à mars 2011 Achèvement d'un stage de six mois pour l'obtention du Master.;• Travail d'équipe, polyvalence et attention particulière aux détails • Développement de logiciels et de sites Stage en génie logiciel chez Solutions Bertrand de septembre 2010 à mars 2011 Achèvement d'un stage de six mois pour l'obtention du Master.;CV_4;13;44;69.86;30.14;[False, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, False];['ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;CV_4;14;30;80.14;19.86;[True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'];0
LANGUES FORMATION SCOLAIRE • Français (langue maternelle);LANGUES FORMATION SCOLAIRE • Français langue maternelle;CV_4;15;9;83.22;16.78;[True, True, True, False, True, True, True];['ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ'];0
• Anglais américain (niveau B2);• Anglais américain niveau B2;CV_4;16;7;85.62;14.38;[False, True, True, True, False];['ADJ', 'PROPN', 'ADJ', 'NOUN', 'ADJ'];0
• Espagnol (niveau B1);• Espagnol niveau B1;CV_4;17;6;87.67;12.33;[False, True, True, False];['ADJ', 'PROPN', 'NOUN', 'NOUN'];0
Master en génie logiciel de l'université de Lille, Lille;Master en génie logiciel de l'université de Lille, Lille;CV_4;18;11;91.44;8.56;[True, True, True, True, True, False, True, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN'];0
| 2014;| 2014;CV_4;19;2;92.12;7.88;[False, False];['NOUN', 'NOUN'];0
Chercheuse diplômée à l'Agence de développement de logiciels;Chercheuse diplômée à l'Agence de développement de logiciels;CV_4;20;9;95.21;4.79;[True, True, True, False, True, True, True, True, True];['NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
Numérix;Numérix;CV_4;21;1;95.55;4.45;[True];['PROPN'];0
Licence pro Métiers du génie logiciel, IUT Metz;Licence pro Métiers du génie logiciel, IUT Metz;CV_4;22;9;98.63;1.37;[True, True, True, True, True, True, False, True, True];['NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PROPN'];0
| 2011;| 2011;CV_4;23;2;99.32;0.68;[False, False];['ADP', 'NOUN'];0
Mention bien;Mention bien;CV_4;24;2;100.00;0.00;[True, True];['NOUN', 'ADV'];0
MARCELLE;MARCELLE;CV_5;0;1;0.35;99.65;[True];['ADJ'];1
ANDRÉ;ANDRÉ;CV_5;1;1;0.70;99.30;[True];['PROPN'];1
EXPÉRIENCE PROFESSIONNELLE  ASSOCIÉE AU MARKETING Studios ZimCore, 2021;EXPÉRIENCE PROFESSIONNELLE  ASSOCIÉE AU MARKETING Studios ZimCore, 2021;CV_5;2;10;4.23;95.77;[True, True, False, True, True, True, True, True, False, False];['NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'X', 'PUNCT', 'NUM'];0
- Aujourd'hui Associée au marketing;- Aujourd'hui Associée au marketing;CV_5;3;5;5.99;94.01;[False, False, True, True, True];['PUNCT', 'ADV', 'VERB', 'ADP', 'PROPN'];0
- A conceptualisé et exécuté avec succès des campagnes de marketing traditionnelles et numériques;- A conceptualisé et exécuté avec succès des campagnes de marketing traditionnelles et numériques;CV_5;4;14;10.92;89.08;[False, True, True, True, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'AUX', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'CCONJ', 'ADJ'];0
- A analysé des résultats d'études de marché;- A analysé des résultats d'études de marché;CV_5;5;9;14.08;85.92;[False, True, True, True, True, False, True, True, True];['PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- A créé un calendrier de marketing SPÉCIALISTE MARKETING Solutions Elkine, 2020 - 2021;- A créé un calendrier de marketing SPÉCIALISTE MARKETING Solutions Elkine, 2020 - 2021;CV_5;6;15;19.37;80.63;[False, True, True, True, True, True, True, True, True, True, True, False, False, False, False];['PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NUM'];0
- Recherche des préférences des consommateurs et des tendances marketing - Planification et mise en oeuvre des Stratégies marketing;- Recherche des préférences des consommateurs et des tendances marketing - Planification et mise en oeuvre des Stratégies marketing;CV_5;7;19;26.06;73.94;[False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN'];0
- Collaboration avec les équipes de création et de stratégie;- Collaboration avec les équipes de création et de stratégie;CV_5;8;10;29.58;70.42;[False, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN'];0
PROFIL;PROFIL;CV_5;9;1;29.93;70.07;[True];['NOUN'];0
PERSONNEL;PERSONNEL;CV_5;10;1;30.28;69.72;[True];['NOUN'];0
FORMATION;FORMATION;CV_5;11;1;30.63;69.37;[True];['NOUN'];0
UNIVERSITAIRE;UNIVERSITAIRE;CV_5;12;1;30.99;69.01;[True];['NOUN'];0
Un agent de marketing professionnel et motivé, doté de nombreuses années d'expérience dans la mise en oeuvre de stratégies et de campagnes publicitaires efficaces.;Un agent de marketing professionnel et motivé, doté de nombreuses années d'expérience dans la mise en oeuvre de stratégies et de campagnes publicitaires efficaces.;CV_5;13;27;40.49;59.51;[True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['DET', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'CCONJ', 'VERB', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT'];0
UNIVERSITÉ DE QUIMPER;UNIVERSITÉ DE QUIMPER;CV_5;14;3;41.55;58.45;[True, True, True];['ADJ', 'ADP', 'NOUN'];0
Licence en Marketing, 2016-2020;Licence en Marketing, 2016-2020;CV_5;15;7;44.01;55.99;[True, True, True, False, False, False, False];['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN'];0
-;-;CV_5;16;1;44.37;55.63;[False];['PUNCT'];0
Récipiendaire du Prix de l'Excellence - Distinction honorifique du doyen - Gagnant du Prix du Meilleur étudiant en marketing 2019;Récipiendaire du Prix de l'Excellence - Distinction honorifique du doyen - Gagnant du Prix du Meilleur étudiant en marketing 2019;CV_5;17;21;51.76;48.24;[True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'ADP', 'X', 'NUM'];0
- Membre du Club de l'entrepreneuriat RÉALISATIONS;- Membre du Club de l'entrepreneuriat RÉALISATIONS;CV_5;18;8;54.58;45.42;[False, True, True, True, True, False, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ'];0
LYCÉE;LYCÉE;CV_5;19;1;54.93;45.07;[True];['PROPN'];0
CONDORCET;CONDORCET;CV_5;20;1;55.28;44.72;[True];['NOUN'];0
Diplômée avec les honneurs, 2012;Diplômée avec les honneurs, 2012;CV_5;21;6;57.39;42.61;[True, True, True, True, False, False];['NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM'];0
-;-;CV_5;22;1;57.75;42.25;[False];['PUNCT'];0
2016;2016;CV_5;23;1;58.10;41.90;[False];['NUM'];0
- Récipiendaire du prix d'Excellence en marketing 2022;- Récipiendaire du prix d'Excellence en marketing 2022;CV_5;24;9;61.27;38.73;[False, True, True, True, False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NUM'];0
- Gagnant du prix de l'Employé créatif de ZimCore pour l'année 2021;- Gagnant du prix de l'Employé créatif de ZimCore pour l'année 2021;CV_5;25;14;66.20;33.80;[False, True, True, True, True, False, True, True, True, True, True, False, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM'];0
- En vedette dans les « 100 meilleurs Gourous du Marketing » du magazine;- En vedette dans les « 100 meilleurs Gourous du Marketing » du magazine;CV_5;26;14;71.13;28.87;[False, True, True, True, True, False, False, True, True, True, True, False, True, True];['PUNCT', 'ADP', 'NOUN', 'ADP', 'DET', 'PUNCT', 'NUM', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'NOUN'];0
La Vie;La Vie;CV_5;27;2;71.83;28.17;[True, True];['DET', 'NOUN'];0
- Excellence universitaire en anglais, histoire et mathématiques;- Excellence universitaire en anglais, histoire et mathématiques;CV_5;28;9;75.00;25.00;[False, True, True, True, True, False, True, True, True];['PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ'];0
- Présidente du club des affaires de Condorcet;- Présidente du club des affaires de Condorcet;CV_5;29;8;77.82;22.18;[False, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'];0
- Membre du Conseil étudiant COORDONNÉES :;- Membre du Conseil étudiant COORDONNÉES :;CV_5;30;7;80.28;19.72;[False, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PROPN', 'PUNCT'];0
COMPÉTENCES ET SAVOIR;COMPÉTENCES ET SAVOIR;CV_5;31;3;81.34;18.66;[True, True, True];['NOUN', 'CCONJ', 'NOUN'];0
-FAIRE Téléphone : 01 23 45 67 89 E-mail :;-FAIRE Téléphone : 01 23 45 67 89 E-mail :;CV_5;32;11;85.21;14.79;[False, True, False, False, False, False, False, False, False, False];['PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'PUNCT'];0
bonjour @ sitevraimentsuper.fr LinkedIn : @sitevraimentsuper.fr;bonjour @ sitevraimentsuper.fr LinkedIn : @sitevraimentsuper.fr;CV_5;33;6;87.32;12.68;[True, False, False, True, False, False];['VERB', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'X'];0
Site web : sitevraimentsuper.fr 12 rue Desaix, 75110 Paris;Site web : sitevraimentsuper.fr 12 rue Desaix, 75110 Paris;CV_5;34;10;90.85;9.15;[True, True, False, False, False, True, True, False, False, True];['NOUN', 'PROPN', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'NUM', 'PROPN'];0
-;-;CV_5;35;1;91.20;8.80;[False];['PUNCT'];0
Compétences en marketing;Compétences en marketing;CV_5;36;3;92.25;7.75;[True, True, True];['NOUN', 'ADP', 'PROPN'];0
-;-;CV_5;37;1;92.61;7.39;[False];['PUNCT'];0
Compétences en rédaction;Compétences en rédaction;CV_5;38;3;93.66;6.34;[True, True, True];['NOUN', 'ADP', 'NOUN'];0
-;-;CV_5;39;1;94.01;5.99;[False];['PUNCT'];0
Compétences en développement de contenu;Compétences en développement de contenu;CV_5;40;5;95.77;4.23;[True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_5;41;6;97.89;2.11;[False, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN'];0
-;-;CV_5;42;1;98.24;1.76;[False];['PUNCT'];0
Compétences en communication et présentation;Compétences en communication et présentation;CV_5;43;5;100.00;0.00;[True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN'];0
Julien Baupin  INGÉNIEUR;Julien Baupin  INGÉNIEUR;CV_6;0;4;1.35;98.65;[True, True, False, True];['PROPN', 'PROPN', 'SPACE', 'ADV'];1
LOGICIEL;LOGICIEL;CV_6;1;1;1.68;98.32;[True];['SPACE'];0
PROFIL;PROFIL;CV_6;2;1;2.02;97.98;[True];['NOUN'];0
PERSONNEL;PERSONNEL;CV_6;3;1;2.36;97.64;[True];['NOUN'];0
Diplômé de l'Institut de technologie et d'informatique, je suis spécialisé dans le débogage, la conception et les tests de logiciels.;Diplômé de l'Institut de technologie et d'informatique, je suis spécialisé dans le débogage, la conception et les tests de logiciels.;CV_6;4;25;10.77;89.23;[True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
J'aime travailler en équipe et suis capable d'apprendre et d'appliquer rapidement de nouvelles technologies.;J'aime travailler en équipe et suis capable d'apprendre et d'appliquer rapidement de nouvelles technologies.;CV_6;5;18;16.84;83.16;[False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False];['PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'AUX', 'ADJ', 'ADP', 'VERB', 'CCONJ', 'ADP', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT'];0
FORMATION ACCOMPLISSEMENTS;FORMATION ACCOMPLISSEMENTS;CV_6;6;2;17.51;82.49;[True, True];['NOUN', 'ADJ'];0
Développement de logiciels ME École supérieure de Condorcet / 2018;Développement de logiciels ME École supérieure de Condorcet / 2018;CV_6;7;10;20.88;79.12;[True, True, True, True, True, True, True, True, False, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'NUM'];0
- 2020 Développement de solutions logicielles pour le département d'ingénierie Reconnu pour la mise en oeuvre d'un nouveau processus de mise à jour qui a amélioré la charge de la base de données de l'école Diplômé avec mention très bien Prix du;- 2020 Développement de solutions logicielles pour le département d'ingénierie Reconnu pour la mise en oeuvre d'un nouveau processus de mise à jour qui a amélioré la charge de la base de données de l'école Diplômé avec mention très bien Prix du;CV_6;8;59;40.74;59.26;[False, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True];['PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADV', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN'];0
